frame_index,frame_name,track_id,kpt_5_x,kpt_5_y,kpt_6_x,kpt_6_y,kpt_7_x,kpt_7_y,kpt_8_x,kpt_8_y,kpt_9_x,kpt_9_y,kpt_10_x,kpt_10_y,kpt_11_x,kpt_11_y,kpt_12_x,kpt_12_y,kpt_13_x,kpt_13_y,kpt_14_x,kpt_14_y,kpt_15_x,kpt_15_y,kpt_16_x,kpt_16_y
0,0001.jpg,0,723.7443237304688,317.13079833984375,736.5208129882812,321.4664611816406,738.5770874023438,361.0120544433594,750.7410278320312,368.4805908203125,779.6490478515625,379.22320556640625,784.80322265625,380.7201843261719,721.3192138671875,407.2261047363281,729.6173095703125,410.81842041015625,735.342529296875,475.08563232421875,740.28662109375,477.7537841796875,736.116455078125,538.7031860351562,733.78125,545.7083129882812
1,0002.jpg,0,723.2796630859375,316.8871765136719,736.1390380859375,321.0887756347656,737.8916015625,360.9799499511719,749.9033203125,368.5614013671875,780.1453247070312,380.76275634765625,784.1641235351562,382.56744384765625,721.0992431640625,406.368408203125,729.6358032226562,409.9087219238281,734.4659423828125,474.0643615722656,740.92236328125,476.7396240234375,734.3671264648438,537.886474609375,734.4232177734375,544.863037109375
2,0003.jpg,0,723.4561157226562,316.15863037109375,735.8480834960938,319.59149169921875,739.5520629882812,360.583251953125,748.4979858398438,367.5071105957031,782.5199584960938,383.4865417480469,781.1292114257812,385.32977294921875,722.454833984375,404.88873291015625,730.9434204101562,408.0791931152344,736.1093139648438,472.3958435058594,742.0642700195312,474.8564147949219,734.7135620117188,537.50537109375,734.3596801757812,543.887939453125
3,0004.jpg,0,722.415771484375,316.3065490722656,734.9903564453125,318.88104248046875,737.1762084960938,358.6276550292969,744.546875,365.49737548828125,780.5299072265625,378.1397705078125,776.8160400390625,381.7740783691406,723.715087890625,404.6458435058594,732.4702758789062,407.6159973144531,737.9017944335938,472.2397766113281,744.8002319335938,474.5967712402344,732.9736938476562,538.6539306640625,734.443359375,544.6717529296875
4,0005.jpg,0,722.4495239257812,316.118896484375,734.844970703125,318.104736328125,736.1336059570312,357.7203674316406,737.348876953125,369.5062255859375,768.87890625,367.7430114746094,772.4747314453125,382.2174072265625,722.8167114257812,405.8431396484375,729.8341064453125,408.51031494140625,744.6622924804688,472.1762390136719,739.6689453125,474.2901306152344,744.8876342773438,537.3731079101562,714.9060668945312,540.7791748046875
5,0006.jpg,0,723.4449462890625,314.177734375,734.1151733398438,317.664794921875,739.9427490234375,352.288330078125,738.4287719726562,371.461181640625,771.131103515625,350.498779296875,769.7100830078125,379.22613525390625,724.7899780273438,405.247802734375,729.824462890625,408.14093017578125,748.3562622070312,472.75201416015625,738.1690673828125,474.9813537597656,749.4281005859375,537.0409545898438,708.8818359375,541.6634521484375
6,0007.jpg,0,724.4273071289062,312.9964294433594,730.5188598632812,317.3446044921875,738.9122314453125,348.6857604980469,733.5517578125,372.570556640625,766.2628173828125,349.0520935058594,761.0360107421875,387.89990234375,727.7827758789062,405.05572509765625,730.1665649414062,408.0099182128906,749.5145874023438,474.52288818359375,738.8059692382812,476.279052734375,749.1968383789062,539.6966552734375,711.956298828125,543.9027709960938
7,0008.jpg,0,728.9295043945312,313.27935791015625,727.29736328125,317.0536804199219,752.1326293945312,341.9161682128906,731.18115234375,370.58941650390625,778.2177734375,333.389404296875,762.558837890625,386.8520202636719,733.45654296875,404.0674743652344,732.0794677734375,406.32977294921875,749.6148071289062,472.8731994628906,743.0443725585938,473.73162841796875,745.8933715820312,538.885986328125,721.484375,543.3810424804688
8,0009.jpg,0,738.1673583984375,307.4235534667969,721.9271240234375,318.3822326660156,768.105712890625,320.2740173339844,729.9200439453125,363.31842041015625,787.7950439453125,300.2711486816406,766.3970336914062,380.1426696777344,741.421142578125,396.3681945800781,730.12939453125,402.0538024902344,757.7671508789062,466.78985595703125,743.863037109375,472.01971435546875,749.5153198242188,533.5464477539062,724.3324584960938,541.382080078125
9,0010.jpg,0,732.5236206054688,307.4877014160156,724.4652709960938,320.71014404296875,763.968505859375,309.3945617675781,735.0687255859375,367.2594909667969,778.525634765625,291.7926330566406,763.9161376953125,382.7784423828125,739.340087890625,403.3189697265625,732.2952270507812,408.3505554199219,761.8818359375,472.0899353027344,746.0060424804688,475.80426025390625,752.6729736328125,537.5203247070312,716.612060546875,543.0209350585938
10,0011.jpg,0,734.8324584960938,308.3434143066406,723.2410888671875,323.17718505859375,766.4300537109375,302.61224365234375,736.1573486328125,358.30035400390625,775.1482543945312,273.3042907714844,768.7576904296875,369.4053039550781,738.9481201171875,401.7010498046875,732.038330078125,408.3046875,753.5859375,470.2948303222656,752.7360229492188,476.002685546875,733.8612670898438,535.5877685546875,732.3408813476562,541.35009765625
